Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
SPSB,SPDR Portfolio Short Term Corporate Bond ETF,Bond,"$7,256,600,000",2.91%,"2,317,706",$29.26,-0.14%,No,False,-0.03%,0.55%,4.46%,-0.12%,1.81%,"-$11,883,686.00","$41,029,446.30","-$96,363,317.50","-$11,883,686.00","$16,025,815.30","$16,025,815.30",Corporate Bonds,2009-12-16,0.04%,N/A,$1.12,2023-11-01,$0.11,3.81%,0.00,0.08,1500,4.05%,40%,20%,1099,$29.01,$29.36,$29.24,$29.30,57.73,A,A,C+,A-,B-,N/A,6.72,72.22%,60.53%,161.87,7.60%,2.78%
SPAB,SPDR Portfolio Aggregate Bond ETF,Bond,"$7,209,090,000",-0.87%,"2,656,352",$24.23,-0.78%,No,False,0.25%,1.35%,2.25%,-5.21%,0.29%,"$632,545,355.60","$79,966,140.60","$312,780,045.30","$632,545,355.60","$659,268,681.20","$659,268,681.20",Total Bond Market,2007-05-23,0.03%,N/A,$0.82,2023-11-01,$0.08,3.37%,0.00,0.12,7500,7.82%,40%,20%,1099,$23.49,$24.46,$24.16,$24.35,52.11,A,A,B,C+,B+,N/A,6.1,60.82%,41.48%,249.62,2.66%,0.91%
SCHZ,Schwab U.S. Aggregate Bond ETF,Bond,"$6,925,310,000",-0.75%,"902,289",$44.09,-0.85%,No,False,0.20%,1.43%,2.22%,-5.23%,0.28%,"-$30,943,000.00","$53,138,000.00","$57,372,000.00","-$30,943,000.00","-$30,943,000.00","-$30,943,000.00",Total Bond Market,2011-07-14,0.03%,Charles Schwab,$1.46,2023-11-01,$0.13,3.29%,0.00,0.14,10000,6.43%,40%,20%,1099,$42.72,$44.50,$43.98,$44.29,52.22,A,A,A,C+,A-,A-,6.08,52.99%,41.00%,246.47,2.60%,0.90%
JNK,SPDR Bloomberg High Yield Bond ETF,Bond,"$6,885,490,000",5.91%,"10,351,097",$90.25,-0.66%,No,False,0.03%,1.93%,9.51%,0.03%,2.46%,"-$468,326,132.60","$850,874,019.60","$1,186,676,622.40","-$468,326,132.60","-$684,769,931.00","-$684,769,931.00",High Yield Bonds,2007-11-28,0.40%,TD Ameritrade,$6.11,2023-11-01,$0.50,6.75%,0.00,0.45,1500,4.26%,40%,20%,1099,$86.59,$91.35,$90.03,$90.67,56.75,A,B,B,C+,B+,A,5.24,38.53%,26.80%,287.95,7.50%,2.66%
SPIB,SPDR Portfolio Intermediate Term Corporate Bond ETF,Bond,"$6,875,770,000",1.74%,"4,961,906",$31.37,-0.48%,No,False,0.10%,1.13%,4.64%,-2.80%,1.72%,"$218,027,261.00","$244,220,325.40","$207,244,601.20","$218,027,261.00","$348,248,171.00","$348,248,171.00",Corporate Bonds,2009-02-10,0.04%,N/A,$1.20,2023-11-01,$0.11,3.81%,0.00,0.19,5000,2.49%,40%,20%,1099,$30.69,$31.58,$31.32,$31.47,53.85,A,A,B,B+,B-,N/A,6.63,67.02%,57.20%,220.45,8.72%,3.36%
ICSH,BlackRock Ultra Short-Term Bond ETF,Bond,"$6,177,080,000",4.47%,"1,136,245",$50.27,0.02%,No,False,0.12%,0.55%,5.35%,1.86%,2.14%,"$4,865,505.00","-$37,684,125.00","-$65,443,825.00","$4,865,505.00","$4,865,505.00","$4,865,505.00",Corporate Bonds,2013-12-11,0.08%,N/A,$2.25,2023-11-01,$0.23,4.48%,0.00,0.02,237,54.34%,40%,20%,1099,$50.01,$50.30,$50.26,$50.28,90.55,A,A-,C+,A+,C,C,7.01,87.37%,71.71%,100.54,6.44%,2.41%
GBIL,Goldman Sachs Access Treasury 0-1 Year ETF,Bond,"$5,989,200,000",4.09%,"689,391",$99.88,0.04%,No,False,0.11%,0.52%,4.71%,1.67%,1.62%,"-$6,158,300.00","-$12,992,700.00","-$50,013,500.00","-$6,158,300.00","-$6,158,300.00","-$6,158,300.00",Government Bonds,2016-09-06,0.12%,N/A,$4.42,2023-11-01,$0.46,4.42%,0.00,-0.06,30,69.94%,40%,20%,1099,$99.40,$99.91,$99.87,$99.89,98.74,B+,B-,A,A,B,N/A,5.72,87.27%,33.99%,0.0,0.00%,0.00%
SPTS,SPDR Portfolio Short Term Treasury ETF,Bond,"$5,855,950,000",2.25%,"2,701,836",$28.70,-0.17%,No,False,0.00%,0.54%,3.14%,-0.76%,1.09%,"$31,680,158.20","-$18,212.20","$207,042,338.10","$31,680,158.20","$31,680,158.20","$31,680,158.20",Government Bonds,2011-11-30,0.03%,N/A,$0.97,2023-11-01,$0.10,3.37%,0.00,0.01,98,23.89%,40%,20%,1099,$28.49,$28.79,$28.68,$28.73,57.82,A,A,B+,A-,B+,N/A,5.72,27.27%,33.50%,1.6,0.00%,0.00%
FBND,Fidelity Total Bond ETF,Bond,"$5,826,190,000",0.01%,"1,089,859",$43.45,-0.84%,No,False,0.14%,1.36%,3.36%,-4.36%,1.09%,"$654,264,414.20","$78,289,742.40","$507,727,357.10","$654,264,414.20","$654,264,414.20","$654,264,414.20",Total Bond Market,2014-10-06,0.25%,Fidelity,$1.90,2023-10-27,$0.18,4.34%,0.11,0.17,3500,31.62%,40%,20%,1099,$42.10,$43.88,$43.31,$43.71,51.89,A,B-,C+,B-,A-,N/A,5.79,16.42%,35.32%,258.68,1.84%,0.78%
PULS,PGIM Ultra Short Bond ETF,Bond,"$5,643,420,000",4.99%,"1,163,352",$49.30,0.00%,No,False,0.08%,0.46%,5.98%,2.44%,2.32%,"$166,971,450.00","-$51,755,075.00","$195,219,475.00","$166,971,450.00","$171,935,760.00","$171,935,760.00",Total Bond Market,2018-04-05,0.15%,N/A,$2.52,2023-11-01,$0.24,5.10%,0.00,0.04,350,30.23%,40%,20%,1099,$49.08,$49.34,$49.29,$49.32,83.64,A,A-,N/A,A,B,N/A,7.31,94.95%,82.37%,150.58,4.24%,2.37%
VCLT,Vanguard Long-Term Corporate Bond ETF,Bond,"$5,590,980,000",-2.33%,"1,796,109",$71.00,-1.50%,No,False,0.38%,2.75%,5.49%,-9.77%,0.31%,"-$229,257,467.55","$170,155,000.00","-$127,235,467.55","-$229,257,467.55","-$239,950,467.55","-$239,950,467.55",Corporate Bonds,2009-11-19,0.04%,2 Platforms,$3.70,2023-11-01,$0.34,5.22%,0.00,0.44,3000,3.31%,40%,20%,1099,$66.61,$72.15,$70.46,$71.71,51.86,A,A,A,C,A,A,6.5,49.47%,51.70%,410.23,14.53%,3.93%
BLV,Vanguard Long-Term Bond ETF,Bond,"$5,356,320,000",-5.27%,"512,611",$66.29,-1.79%,No,False,0.33%,2.88%,1.35%,-12.06%,-0.65%,"$6,756,000.00","-$13,272,000.00","$21,000.00","$6,756,000.00","$17,063,000.00","$17,063,000.00",Total Bond Market,2007-04-03,0.04%,3 Platforms,$3.01,2023-11-01,$0.26,4.46%,0.00,0.26,3500,11.73%,40%,20%,1099,$62.18,$67.46,$65.71,$67.07,50.95,A,A,B,C,A,A,6.07,10.88%,40.41%,425.74,7.31%,1.84%
SCHI,Schwab 5-10 Year Corporate Bond ETF,Bond,"$5,284,900,000",1.03%,"484,961",$42.02,-0.64%,No,False,0.31%,1.72%,4.97%,-4.73%,N/A,"$264,462,500.00",$0.00,"$166,484,500.00","$264,462,500.00","$264,462,500.00","$264,462,500.00",Corporate Bonds,2019-10-10,0.03%,N/A,$1.81,2023-11-01,$0.17,4.32%,0.00,0.32,2500,2.89%,40%,20%,1099,$40.56,$42.42,$41.92,$42.20,53.22,B,A,N/A,B-,B,N/A,6.57,55.79%,54.12%,252.79,9.44%,3.78%
BKLN,Invesco Senior Loan ETF,Bond,"$4,944,770,000",9.83%,"7,284,135",$20.98,-0.19%,No,False,0.19%,1.05%,10.56%,4.07%,3.11%,"$154,754,300.00","$261,885,400.00","$435,991,600.00","$154,754,300.00","$143,745,800.00","$143,745,800.00",High Yield Bonds,2011-03-03,0.65%,Charles Schwab,$1.83,2023-10-23,$0.15,8.72%,0.00,0.27,132,33.13%,40%,20%,1099,$20.73,$21.02,$20.95,$21.02,61.50,A,C+,B,A-,C+,B+,0.0,N/A,N/A,N/A,N/A,N/A
IAGG,iShares Core International Aggregate Bond ETF,Bond,"$4,830,950,000",3.64%,"277,636",$49.28,-0.34%,No,False,0.38%,1.76%,3.20%,-2.98%,0.82%,"$180,408,190.00","$5,028,580.00","$180,408,190.00","$180,408,190.00","$180,408,190.00","$180,408,190.00",Total Bond Market,2015-11-10,0.07%,N/A,$1.08,2022-12-15,$1.08,2.20%,0.00,0.12,5000,6.70%,40%,20%,1099,$48.23,$49.45,$49.16,$49.47,58.16,A-,A,N/A,B+,C,N/A,5.94,36.70%,37.86%,56.74,1.14%,0.94%
SHYG,iShares 0-5 Year High Yield Corporate Bond ETF,Bond,"$4,760,510,000",5.85%,"1,468,267",$40.94,-0.49%,No,False,0.12%,1.61%,8.60%,2.84%,3.05%,"-$200,983,530.00","$110,540,160.00","$17,769,590.00","-$200,983,530.00","-$200,983,530.00","-$200,983,530.00",High Yield Bonds,2013-10-15,0.30%,N/A,$2.75,2023-11-01,$0.23,6.72%,0.00,0.34,1000,5.43%,40%,20%,1099,$39.66,$41.29,$40.87,$41.08,58.36,A,A-,C+,A-,B+,A,5.12,23.85%,25.08%,257.79,8.19%,2.61%
JAAA, Janus Henderson AAA CLO ETF,Bond,"$4,647,790,000",7.01%,"789,450",$50.14,0.08%,No,False,0.24%,0.72%,8.91%,3.21%,N/A,"$607,469,000.00","$162,377,500.00","$475,111,000.00","$607,469,000.00","$612,513,000.00","$612,513,000.00",Corporate Bonds,2020-10-16,0.22%,N/A,$2.93,2023-11-01,$0.26,5.85%,0.00,0.03,195,19.32%,40%,20%,1099,$49.75,$50.15,$50.11,$50.15,84.04,B+,C+,N/A,A-,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SRLN,SPDR Blackstone Senior Loan ETF,Bond,"$4,525,870,000",8.97%,"1,675,744",$41.58,-0.05%,No,False,0.27%,1.18%,9.98%,3.57%,3.29%,"$203,478,338.10","$290,641,418.10","$338,464,951.10","$203,478,338.10","$217,205,416.80","$217,205,416.80",High Yield Bonds,2013-04-03,0.70%,Charles Schwab,$3.37,2023-11-01,$0.32,8.11%,0.00,0.30,1,100.00%,40%,20%,1099,$41.04,$41.65,N/A,N/A,66.25,A,C,B+,A,B+,B+,0.0,N/A,N/A,N/A,N/A,N/A
FIXD,First Trust TCW Opportunistic Fixed Income ETF,Bond,"$4,472,030,000",-1.35%,"683,929",$41.94,-0.85%,No,False,0.29%,1.53%,2.79%,-5.80%,0.21%,"$41,845,800.00","$23,134,650.00","$35,570,100.00","$41,845,800.00","$41,845,800.00","$41,845,800.00",Total Bond Market,2017-02-14,0.65%,N/A,$1.76,2023-10-24,$0.16,4.20%,0.00,0.14,1000,42.26%,40%,20%,1099,$40.49,$42.37,$41.83,$42.17,51.77,A,C+,N/A,C+,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SPMB,SPDR Portfolio Mortgage Backed Bond ETF,Bond,"$4,441,030,000",-1.95%,"887,000",$20.71,-1.00%,No,False,0.49%,1.56%,1.44%,-5.25%,-0.65%,"$75,725,179.20","$16,675,298.20","$61,321,939.10","$75,725,179.20","$75,725,179.20","$75,725,179.20",Mortgage Backed Securities,2009-01-15,0.04%,N/A,$0.70,2023-11-01,$0.06,3.37%,0.00,0.11,2500,11.53%,40%,20%,1099,$19.85,$20.96,$20.63,$20.86,52.25,A-,A+,A-,B,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
VUSB,Vanguard Ultra-Short Bond ETF,Bond,"$4,266,790,000",3.83%,"1,022,445",$49.07,-0.04%,No,False,0.03%,0.44%,4.80%,N/A,N/A,"$179,059,000.00","$22,088,500.00","$95,729,500.00","$179,059,000.00","$189,059,000.00","$189,059,000.00",Government Bonds,2021-04-05,0.10%,N/A,$2.02,2023-11-01,$0.20,4.13%,0.00,0.02,1000,24.80%,40%,20%,1099,$48.82,$49.15,$49.05,$49.10,67.72,B+,B-,A-,A-,B,N/A,6.74,73.23%,61.29%,161.22,6.80%,2.05%
SPTI,SPDR Portfolio Intermediate Term Treasury ETF,Bond,"$4,242,600,000",-0.41%,"3,103,877",$27.45,-0.65%,No,False,0.07%,1.00%,1.39%,-4.62%,0.51%,"-$148,365,104.40","$68,715,543.10","-$27,042,550.30","-$148,365,104.40","-$113,127,479.90","-$113,127,479.90",Government Bonds,2007-05-23,0.03%,N/A,$0.79,2023-11-01,$0.08,2.88%,0.00,0.03,110,24.59%,40%,20%,1099,$26.87,$27.68,$27.39,$27.56,52.01,A,A,B,B,B,N/A,5.72,18.71%,33.49%,1.6,0.00%,0.00%
ISTB,iShares Core 1-5 Year USD Bond ETF,Bond,"$4,059,620,000",2.32%,"454,512",$46.38,-0.34%,No,False,0.04%,0.75%,4.00%,-1.35%,1.35%,"-$50,908,580.00",$0.00,"$23,104,690.00","-$50,908,580.00","-$15,572,860.00","-$15,572,860.00",Total Bond Market,2012-10-18,0.06%,Fidelity,$1.33,2023-11-01,$0.13,2.86%,0.00,0.07,6000,9.99%,40%,20%,1099,$45.73,$46.59,$46.33,$46.48,55.70,A,A,B+,A-,B+,B-,6.02,41.04%,39.46%,207.25,2.78%,1.12%
BSCO,Invesco BulletShares 2024 Corporate Bond ETF,Bond,"$3,882,220,000",3.83%,"671,048",$20.76,0.00%,No,False,0.07%,0.50%,4.92%,-0.01%,3.55%,"-$62,194,950.00","-$28,017,600.00","-$46,667,400.00","-$62,194,950.00","-$62,194,950.00","-$62,194,950.00",Corporate Bonds,2014-09-17,0.10%,Charles Schwab,$0.59,2023-10-23,$0.05,2.83%,0.00,0.12,334,9.25%,40%,20%,1099,$20.66,$20.78,$20.76,$20.77,75.38,A,B+,B,A-,B,B-,6.76,83.16%,62.01%,152.82,7.95%,3.40%
LMBS,First Trust Low Duration Opportunities ETF,Bond,"$3,860,900,000",2.63%,"624,868",$47.14,-0.15%,No,False,0.13%,0.84%,4.47%,-0.44%,1.02%,"-$183,344,850.00","-$11,819,000.00","-$124,321,900.00","-$183,344,850.00","-$183,344,850.00","-$183,344,850.00",Mortgage Backed Securities,2014-11-04,0.66%,N/A,$1.76,2023-10-24,$0.20,3.73%,0.05,0.05,1500,24.72%,40%,20%,1099,$46.37,$47.31,$47.07,$47.26,57.44,A,B-,C,A+,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SHM,SPDR Nuveen Bloomberg Short Term Municipal Bond ETF,Bond,"$3,850,800,000",0.27%,"522,229",$46.68,-0.17%,No,False,0.60%,1.28%,2.06%,-1.25%,0.74%,"-$83,234,770.20","$4,638,201.20","-$50,917,264.00","-$83,234,770.20","-$78,313,217.80","-$78,313,217.80",National Munis,2007-10-10,0.20%,2 Platforms,$0.49,2023-11-01,$0.05,1.05%,0.00,0.06,1000,12.56%,40%,20%,1099,$45.89,$46.71,N/A,N/A,61.30,A,B+,B-,A-,B-,A,0.0,N/A,N/A,N/A,N/A,N/A
BOND,PIMCO Active Bond ETF,Bond,"$3,643,560,000",-0.04%,"264,861",$87.42,-0.65%,No,False,0.44%,1.44%,3.56%,-4.98%,0.32%,"$74,545,400.00","$3,521,200.00","$25,922,800.00","$74,545,400.00","$74,545,400.00","$74,545,400.00",Total Bond Market,2012-02-29,0.56%,N/A,$3.65,2023-11-01,$0.32,4.18%,0.00,0.18,1000,48.65%,40%,20%,1099,$84.29,$88.14,$87.25,$87.76,53.64,A-,C+,B-,B,A-,B+,0.0,N/A,N/A,N/A,N/A,N/A
DFCF,Dimensional Core Fixed Income ETF,Bond,"$3,641,270,000",0.52%,"558,485",$40.37,-0.86%,No,False,0.22%,1.28%,4.65%,N/A,N/A,"$238,869,350.00","$28,264,875.00","$120,172,715.00","$238,869,350.00","$238,869,350.00","$238,869,350.00",Total Bond Market,2021-11-15,0.17%,N/A,$1.98,2023-10-24,$0.19,4.86%,0.00,0.33,2000,49.59%,40%,20%,1099,$39.15,$40.73,$40.26,$40.56,53.06,A-,A-,N/A,C,N/A,N/A,6.33,31.93%,46.86%,163.09,3.29%,1.04%
TFI,SPDR Nuveen Bloomberg Municipal Bond ETF,Bond,"$3,481,430,000",-1.17%,"1,262,491",$44.19,-0.16%,No,False,1.35%,2.50%,3.02%,-3.35%,0.91%,"$33,671,594.20","$127,074,873.70","$199,082,026.60","$33,671,594.20","$64,651,076.40","$64,651,076.40",National Munis,2007-09-11,0.23%,2 Platforms,$1.08,2023-11-01,$0.10,2.43%,0.00,0.16,2500,7.96%,40%,20%,1099,$42.55,$44.36,$44.06,$44.40,57.85,A,B,A-,B-,C,A,0.0,N/A,N/A,N/A,N/A,N/A
CWB,SPDR Bloomberg Convertible Securities ETF,Bond,"$3,366,290,000",3.66%,"989,771",$65.64,-0.80%,No,False,-0.03%,-1.81%,5.57%,-1.49%,8.23%,"-$949,782,288.40","-$19,771,073.00","-$708,980,834.80","-$949,782,288.40","-$976,079,414.00","-$976,079,414.00",Preferred Stock/Convertible Bonds,2009-04-14,0.40%,Charles Schwab,$1.61,2023-11-01,$0.12,2.42%,0.00,0.79,269,17.18%,40%,20%,1099,$64.35,$67.28,$65.40,$66.08,42.95,A,A-,A+,C,C,B-,5.63,0.00%,31.86%,247.75,5.03%,11.97%
SJNK,SPDR Bloomberg Short Term High Yield Bond ETF,Bond,"$3,365,590,000",6.55%,"5,737,189",$24.28,-0.53%,No,False,0.08%,1.35%,9.47%,3.13%,3.48%,"-$372,256,825.50","$378,956,164.50","$75,719,280.00","-$372,256,825.50","-$453,666,797.70","-$453,666,797.70",High Yield Bonds,2012-03-15,0.40%,N/A,$1.81,2023-11-01,$0.18,7.43%,0.00,0.36,1000,6.17%,40%,20%,1099,$23.59,$24.49,$24.23,$24.37,56.77,A,B,B-,A-,A-,A,5.09,20.18%,24.67%,292.71,9.50%,2.88%
EAGG,iShares ESG Aware US Aggregate Bond ETF,Bond,"$3,322,900,000",-0.83%,"354,814",$45.13,-0.73%,No,False,0.20%,1.42%,2.10%,-5.27%,0.18%,"$75,849,150.00",$0.00,"$39,986,230.00","$75,849,150.00","$86,854,610.00","$86,854,610.00",Total Bond Market,2018-10-18,0.10%,N/A,$1.46,2023-11-01,$0.14,3.22%,0.00,0.12,5000,14.72%,40%,20%,1099,$43.74,$45.54,$45.00,$45.35,52.17,A-,A,N/A,C+,B-,N/A,6.64,90.67%,57.29%,103.43,1.81%,1.40%
VWOB,Vanguard Emerging Markets Government Bond ETF,Bond,"$3,260,670,000",1.41%,"346,417",$58.96,-0.89%,No,False,-0.14%,2.41%,8.06%,-5.18%,0.07%,"-$24,028,000.00","-$35,580,000.00","-$24,028,000.00","-$24,028,000.00","-$24,028,000.00","-$24,028,000.00",Emerging Markets Bonds,2013-05-31,0.20%,Vanguard,$3.47,2023-11-01,$0.30,5.88%,0.00,0.44,1000,5.54%,40%,20%,1099,$56.48,$59.80,$58.80,$59.27,53.31,A-,A,A-,B-,B-,A+,3.99,29.76%,5.52%,646.5,0.00%,0.10%
TOTL,SPDR DoubleLine Total Return Tactical ETF,Bond,"$3,168,860,000",-0.98%,"596,289",$38.14,-0.81%,No,False,0.08%,0.89%,2.20%,-4.48%,-0.41%,"$77,840,781.10",$0.00,"$26,374,489.70","$77,840,781.10","$77,840,781.10","$77,840,781.10",Total Bond Market,2015-02-23,0.55%,N/A,$2.00,2023-11-01,$0.16,5.19%,0.00,0.13,1500,31.10%,40%,20%,1099,$37.16,$38.50,$38.04,$38.33,50.03,A-,C+,N/A,B,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
NEAR,BlackRock Short Duration Bond ETF,Bond,"$3,115,260,000",4.81%,"700,059",$49.84,-0.12%,No,False,0.02%,0.59%,5.84%,1.92%,2.09%,"-$62,397,045.00","-$9,980,020.00","-$59,847,370.00","-$62,397,045.00","-$62,397,045.00","-$62,397,045.00",Total Bond Market,2013-09-25,0.25%,N/A,$2.05,2023-11-01,$0.21,4.10%,0.00,0.05,327,27.56%,40%,20%,1099,$49.49,$49.97,$49.81,$49.89,70.42,A,B+,A,A,B-,N/A,6.64,64.65%,57.28%,58.52,5.61%,2.58%
GVI,iShares Intermediate Government/Credit Bond ETF,Bond,"$3,083,770,000",1.13%,"196,662",$101.29,-0.40%,No,False,0.14%,0.99%,2.91%,-2.98%,1.03%,"$70,891,180.00","$30,587,010.00","$45,670,865.00","$70,891,180.00","$88,015,555.00","$88,015,555.00",Total Bond Market,2007-01-05,0.20%,2 Platforms,$2.72,2023-11-01,$0.26,2.68%,0.00,0.08,5500,9.32%,40%,20%,1099,$99.18,$101.99,$101.11,$101.54,54.18,A-,B+,A,B+,B,B+,6.09,55.97%,41.17%,187.23,2.81%,1.15%
BSCP,Invesco BulletShares 2025 Corporate Bond ETF,Bond,"$3,060,750,000",2.98%,"735,589",$20.17,-0.10%,No,False,0.00%,0.54%,4.66%,-1.17%,3.39%,"$154,213,650.00","$63,594,450.00","$126,991,350.00","$154,213,650.00","$154,213,650.00","$154,213,650.00",Corporate Bonds,2015-10-07,0.10%,N/A,$0.66,2023-10-23,$0.06,3.27%,0.00,0.16,453,7.35%,40%,20%,1099,$20.03,$20.22,$20.15,$20.19,60.56,A-,A-,B+,B+,B+,C+,6.83,87.37%,64.53%,151.72,7.91%,3.48%
TMF,Direxion Daily 20+ Year Treasury Bull 3X Shares,Bond,"$3,007,130,000",-39.05%,"39,112,864",$4.56,-6.75%,No,3x,1.11%,7.55%,-30.22%,-49.41%,-20.49%,"$774,483,900.00","$116,747,050.00","$421,398,650.00","$774,483,900.00","$777,328,800.00","$777,328,800.00",Leveraged Bonds,2009-04-16,1.06%,N/A,$0.18,2023-09-19,$0.05,3.67%,0.00,0.20,2,100.00%,40%,20%,1099,$3.73,$4.84,$4.39,$4.77,48.15,A-,C+,C,C+,B+,A,5.62,0.00%,31.76%,1.6,0.00%,0.00%
HYLB,Xtrackers USD High Yield Corporate Bond ETF,Bond,"$2,976,550,000",5.60%,"3,651,577",$33.84,-0.62%,No,False,-0.06%,1.80%,8.98%,0.36%,2.53%,"-$551,977,100.00","$261,674,600.00","-$261,308,600.00","-$551,977,100.00","-$655,185,500.00","-$655,185,500.00",High Yield Bonds,2016-12-07,0.15%,N/A,$2.05,2023-11-01,$0.18,6.03%,0.00,0.42,1500,4.30%,40%,20%,1099,$32.54,$34.25,$33.75,$34.01,56.43,A,A,B,C+,A-,N/A,5.24,37.39%,26.71%,281.11,7.92%,2.75%
BILS,SPDR Bloomberg 3-12 Month T-Bill ETF,Bond,"$2,954,080,000",4.08%,"358,423",$99.19,0.04%,No,False,0.11%,0.52%,4.72%,1.62%,N/A,"$237,946,056.05","$89,170,351.90","$168,595,402.85","$237,946,056.05","$237,946,056.05","$237,946,056.05",Government Bonds,2020-09-23,0.14%,N/A,$4.71,2023-11-01,$0.45,4.75%,0.00,-0.07,26,51.68%,40%,20%,1099,$98.72,$99.22,$99.18,$99.20,98.60,B+,B-,A,A,C,N/A,5.72,23.64%,33.41%,1.6,0.00%,0.00%
EMLC,VanEck J. P. Morgan EM Local Currency Bond ETF,Bond,"$2,934,370,000",4.97%,"1,506,527",$24.18,-0.78%,No,False,0.54%,4.27%,11.70%,-3.74%,-0.37%,"-$94,756,400.00",$0.00,"-$94,756,400.00","-$94,756,400.00","-$94,756,400.00","-$94,756,400.00",Emerging Markets Bonds,2010-07-22,0.30%,TD Ameritrade,$1.49,2023-11-01,$0.12,6.11%,0.00,0.38,398,10.20%,40%,20%,1099,$22.94,$24.51,$24.09,$24.34,57.75,A,A-,C+,B+,A+,A,5.03,76.95%,23.91%,274.63,0.13%,0.11%
HYD,VanEck High Yield Muni ETF,Bond,"$2,782,870,000",-0.22%,"919,170",$48.69,-0.65%,No,False,0.95%,1.38%,3.62%,-2.96%,-0.32%,"$172,094,175.00","$183,709,515.00","$149,941,515.00","$172,094,175.00","$172,094,175.00","$172,094,175.00",National Munis,2009-02-04,0.32%,N/A,$2.11,2023-11-01,$0.18,4.33%,0.00,0.38,1500,10.58%,40%,20%,1099,$47.00,$49.13,$48.43,$49.05,51.91,A,C+,A,C+,A+,B+,0.0,N/A,N/A,N/A,N/A,N/A
IBTE,iShares iBonds Dec 2024 Term Treasury ETF,Bond,"$2,642,530,000",3.35%,"700,342",$23.81,0.00%,No,False,0.08%,0.47%,4.17%,-0.80%,N/A,"$121,355,830.00","-$2,382,730.00","$65,463,195.00","$121,355,830.00","$121,355,830.00","$121,355,830.00",Government Bonds,2020-02-25,0.07%,N/A,$0.97,2023-11-01,$0.09,4.06%,0.00,-0.20,27,59.14%,40%,20%,1099,$23.70,$23.83,$23.80,$23.82,78.17,B+,B,A-,A-,C+,N/A,5.72,81.29%,33.99%,0.0,0.00%,0.00%
EDV,Vanguard Extended Duration Treasury ETF,Bond,"$2,641,520,000",-15.27%,"577,109",$68.35,-3.26%,No,False,0.81%,5.12%,-8.21%,-21.83%,-4.57%,"$446,726,000.00","$54,307,750.00","$252,335,750.00","$446,726,000.00","$446,726,000.00","$446,726,000.00",Government Bonds,2007-12-06,0.06%,2 Platforms,$2.83,2023-10-02,$0.74,4.02%,0.00,0.06,80,19.52%,40%,20%,1099,$61.61,$70.18,$67.11,$69.77,50.01,B,A-,C,C,A+,A-,5.72,81.29%,33.99%,0.0,0.00%,0.00%
IBDP,iShares iBonds Dec 2024 Term Corporate ETF,Bond,"$2,615,210,000",3.93%,"492,709",$24.76,0.00%,No,False,0.08%,0.50%,4.97%,0.02%,3.40%,"$80,365,700.00","-$11,131,530.00","$56,897,700.00","$80,365,700.00","$80,365,700.00","$80,365,700.00",Corporate Bonds,2015-03-11,0.10%,N/A,$0.71,2023-11-01,$0.06,2.88%,0.00,0.12,1000,6.52%,40%,20%,1099,$24.64,$24.78,N/A,N/A,75.18,A,B+,B,A-,B+,B,6.79,84.91%,63.31%,216.28,9.54%,3.39%
TBIL,US Treasury 3 Month Bill ETF,N/A,"$2,609,920,000",4.34%,"951,882",$49.93,0.02%,No,False,0.08%,0.46%,4.91%,N/A,N/A,"$2,411,000,328.00","$76,296,082.00","$275,199,976.00","$2,474,845,198.00","$2,611,422,986.25","$2,611,422,986.25",N/A,2022-08-09,0.15%,N/A,$2.30,2023-11-01,$0.22,4.61%,0.00,-0.06,3,100.00%,40%,20%,1099,$49.72,$49.95,$49.93,$49.94,98.56,A,A,C+,A,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
JMST,JPMorgan Ultra-Short Municipal Income ETF,Bond,"$2,519,450,000",2.44%,"382,652",$50.47,-0.02%,No,False,0.14%,0.54%,3.14%,0.99%,1.52%,"-$25,106,500.00","$20,187,000.00","$45,415,500.00","-$25,106,500.00","-$25,106,500.00","-$25,106,500.00",Total Bond Market,2018-10-16,0.18%,N/A,$1.46,2023-11-01,$0.15,2.89%,0.00,0.02,2500,23.91%,40%,20%,1099,$50.20,$50.52,N/A,N/A,69.93,A,A-,N/A,A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
